Gene ID	TSS ID	Transcript ID	gene name
LH14812	TSS95421	CUFF.44799.1	-
LH14813	TSS95423	ENST00000594967	AC083884.8
LH14814	TSS95422	ENST00000450426	AC083884.8
LH14814	TSS95422	ENST00000597786	AC083884.8
LH14815	TSS95428	CUFF.44804.1	-
LH14816	TSS95429	ENST00000458474	AC004878.7
LH14817	TSS95430	CUFF.44808.1	-
LH14818	TSS95431	CUFF.44829.1	-
LH14819	TSS95442	CUFF.44832.2	-
LH14820	TSS95444	CUFF.44838.1,CUFF.44838.2	-
LH14821	TSS95445	CUFF.44839.1	-
LH14822	TSS95443	CUFF.44837.1	-
LH14823	TSS95452	CUFF.44833.1	-
LH14824	TSS95466	CUFF.44860.1	-
LH14825	TSS95465	NLT_00007143	LINC-PTPN12-6
LH14826	TSS95470	P1P2	RSBN1L-AS1
LH14827	TSS95468	P1P2	RSBN1L-AS1
LH14828	TSS95473	CUFF.44854.1	-
LH14829	TSS95480	CUFF.44886.1	-
LH14830	TSS95482	CUFF.44888.1	-
LH14831	TSS95483	CUFF.44955.1,CUFF.44955.2	MAGI2-AS3
LH14832	TSS95522	CUFF.45029.5	AC010091.1
LH14833	TSS95523	CUFF.45029.2	AC010091.1
LH14834	TSS95538	CUFF.44932.1	-
LH14835	TSS95541	CUFF.44957.2	AC003984.1
LH14836	TSS95542	CUFF.44957.3	AC003984.1
LH14837	TSS95547	CUFF.44959.4	-
LH14838	TSS95549	CUFF.44959.6	-
LH14839	TSS95548	CUFF.44959.5	-
LH14840	TSS95552	P1P2	AC074183.4
LH14841	TSS95572	P1P2	AC005076.5
LH14841	TSS95573	P1P2	AC005076.5
LH14842	TSS95576	P1P2	TP53TG1
LH14843	TSS95593	CUFF.45033.1	RP5-1121E10.2
LH14844	TSS95606	P1P2	AC002456.2
LH14844	TSS95608	P1P2	AC002456.2
LH14845	TSS95609	P1P2	AC002456.2
LH14846	TSS95625	CUFF.45133.22	RP11-115N4.1
LH14847	TSS95632	NLT_00007152	LINC-MTERF-3
LH14848	TSS95642	P1P2	AC000120.7
LH14849	TSS95643	CUFF.45007.1	-
LH14850	TSS95645	CUFF.45014.1	-
LH14851	TSS95650	CUFF.45020.1	-
LH14852	TSS95652	CUFF.45040.1	-
LH14853	TSS95654	CUFF.45045.1	-
LH14854	TSS95658	CUFF.45124.5	AC003092.2
LH14855	TSS95660	CUFF.45124.2	AC003092.2
LH14856	TSS95677	CUFF.45110.23	-
LH14857	TSS95676	CUFF.45110.21,CUFF.45110.22	-
LH14858	TSS95675	CUFF.45110.5	-
LH14859	TSS95679	CUFF.45051.2	-
LH14860	TSS95705	P1P2	RP11-682N22.1
LH14861	TSS95713	ENST00000452769	DLX6-AS1
LH14862	TSS95731	CUFF.45129.1	-
LH14863	TSS95733	CUFF.45128.1	-
LH14864	TSS95736	CUFF.45175.4	-
LH14865	TSS95753	CUFF.45170.1	-
LH14866	TSS95746	CUFF.45166.3	-
LH14867	TSS95754	CUFF.45160.1	-
LH14868	TSS95755	CUFF.45159.1	-
LH14869	TSS95761	CUFF.45167.1	-
LH14870	TSS95765	P1P2	RP11-506M12.1
LH14871	TSS95766	CUFF.45194.1	-
LH14872	TSS95767	CUFF.45187.1	-
LH14873	TSS95771	CUFF.45201.4	-
LH14874	TSS95772	CUFF.45201.5	-
LH14875	TSS95777	P1P2	PCOLCE-AS1
LH14876	TSS95782	P1P2	RP11-126L15.4
LH14877	TSS95788	CUFF.45214.1	-
LH14878	TSS95790	P1P2	RP11-395B7.2
LH14879	TSS95794	P1P2	RP11-395B7.4
LH14880	TSS95797	CUFF.45207.1	-
LH14881	TSS95798	CUFF.45218.1	-
LH14882	TSS95799	CUFF.45217.1	-
LH14883	TSS95802	CUFF.45227.2	-
LH14884	TSS95801	CUFF.45227.1,CUFF.45227.4	-
LH14884	TSS95801	CUFF.45227.5	-
LH14885	TSS95809	CUFF.45230.1	-
LH14886	TSS95810	CUFF.45231.1	-
LH14887	TSS95811	ENST00000560499	CTA-339C12.1
LH14888	TSS95814	CUFF.45240.1	CTA-357J21.1
LH14889	TSS95822	CUFF.45241.1	-
LH14890	TSS95825	CUFF.45242.1	-
LH14891	TSS95840	CUFF.45320.1	RP11-325F22.5
LH14892	TSS95842	P1P2	LINC01004
LH14893	TSS95841	CUFF.45320.12,CUFF.45320.14,CUFF.45320.17,ENST00000453677	LINC01004,KMT2E-AS1
LH14894	TSS95843	ENST00000607968	CTB-152G17.6
LH14895	TSS95844	CUFF.45275.1	-
LH14896	TSS95845	CUFF.45269.1	-
LH14897	TSS95847	CUFF.45276.1	-
LH14898	TSS95848	CUFF.45278.1	-
LH14899	TSS95870	ENST00000591803	CTB-30L5.1
LH14900	TSS95872	CUFF.45480.36,CUFF.45480.37	-
LH14901	TSS95877	CUFF.45296.2,CUFF.45296.3	-
LH14902	TSS95876	CUFF.45296.1	-
LH14903	TSS95878	CUFF.45296.4	-
LH14904	TSS95880	CUFF.45305.1	-
LH14905	TSS95881	CUFF.45305.2	-
LH14906	TSS95886	CUFF.45300.1,ENST00000607036	CTA-363E19.2
LH14907	TSS95888	CUFF.45314.1	-
LH14908	TSS95893	P1P2	SLC26A4-AS1
LH14909	TSS95899	ENST00000457510,ENST00000609979	AC002467.7
LH14910	TSS95900	ENST00000440971	AC002467.7
LH14911	TSS95904	CUFF.45319.1	-
LH14912	TSS95905	CUFF.45319.2	-
LH14913	TSS95919	CUFF.45447.8	AC073071.1
LH14914	TSS95927	P1P2	AC003088.1
LH14915	TSS95931	CUFF.45351.1	-
LH14916	TSS95932	CUFF.45355.1	-
LH14917	TSS95937	CUFF.45377.3	AC004112.4
LH14918	TSS95942	CUFF.45361.1	-
LH14919	TSS95948	P1P2	AC018464.3
LH14920	TSS95952	CUFF.45419.1	RP11-736E3.1
LH14921	TSS96005	P1P2	AC073130.3
LH14922	TSS96019	P1P2	-
LH14923	TSS96020	ENST00000452009	AC006159.5
LH14924	TSS96032	CUFF.45433.1	-
LH14925	TSS96034	P1P2	ST7-AS1
LH14926	TSS96042	CUFF.45440.1	-
LH14927	TSS96060	CUFF.45446.3	-
LH14928	TSS96061	CUFF.45446.4	-
LH14929	TSS96058	CUFF.45446.5	-
LH14930	TSS96059	CUFF.45446.2	-
LH14931	TSS96095	CUFF.45567.11	-
LH14932	TSS96090	P1P2	RP11-328J2.1
LH14932	TSS96096	P1P2	RP11-328J2.1
LH14933	TSS96092	CUFF.45567.14	RP11-328J2.1
LH14934	TSS96099	CUFF.45462.2	-
LH14935	TSS96098	CUFF.45462.1	-
LH14936	TSS96117	CUFF.45478.1	-
LH14937	TSS96118	CUFF.45493.1	-
LH14938	TSS96123	CUFF.45516.1	-
LH14939	TSS96124	CUFF.45517.1	-
LH14940	TSS96122	CUFF.45515.15	-
LH14941	TSS96119	CUFF.45515.3	-
LH14942	TSS96126	CUFF.45505.1,CUFF.45505.2,CUFF.45505.5,CUFF.45505.7	-
LH14943	TSS96136	CUFF.45523.1	RP11-560I19.1
LH14944	TSS96169	ENST00000454957	RP11-3B12.5
LH14945	TSS96171	CUFF.45823.1	RP11-3B12.3
LH14946	TSS96179	NLT_00007208	LINC-GCC1-4
LH14947	TSS96184	CUFF.45590.2	-
LH14948	TSS96198	CUFF.45622.4	RP11-212P7.2
LH14949	TSS96199	CUFF.45622.3	RP11-212P7.2
LH14950	TSS96202	CUFF.45603.1	-
LH14951	TSS96204	CUFF.45604.1	-
LH14952	TSS96205	CUFF.45599.1	-
LH14953	TSS96209	CUFF.45617.1	-
LH14954	TSS96210	ENST00000469965	RP11-309L24.2
LH14955	TSS96221	ENST00000466717	RP11-286H14.8
LH14956	TSS96227	CUFF.45630.1	-
LH14957	TSS96228	CUFF.45629.1	-
LH14958	TSS96230	P1P2	RP11-448A19.1
LH14959	TSS96235	CUFF.45650.3,CUFF.45650.4	-
LH14960	TSS96242	CUFF.45639.1	-
LH14961	TSS96245	CUFF.45642.2,CUFF.45642.3,CUFF.45642.4,CUFF.45642.5,CUFF.45642.6,CUFF.45642.7	-
LH14962	TSS96244	CUFF.45642.1,CUFF.45642.8	-
LH14963	TSS96252	P1P2	-
LH14964	TSS96274	P1P2	MIR29A
LH14965	TSS96264	P1P2	MIR29A
LH14966	TSS96278	P1P2	LINC-PINT
LH14967	TSS96271	P1P2	LINC-PINT
LH14968	TSS96277	ENST00000433079	LINC-PINT
LH14969	TSS96276	P1P2	LINC-PINT
LH14970	TSS96267	P1P2	LINC-PINT
LH14971	TSS96270	CUFF.46101.6	LINC-PINT
LH14972	TSS96282	P1P2	MKLN1-AS
LH14972	TSS96283	P1P2	MKLN1-AS
LH14973	TSS96284	P1P2	MKLN1-AS
LH14974	TSS96285	ENST00000610193	RP11-180C16.1
LH14975	TSS96306	CUFF.45714.1	-
LH14976	TSS96311	CUFF.45702.3	-
LH14977	TSS96319	ENST00000607945,ENST00000609209,ENST00000609619	RP11-38M8.1
LH14978	TSS96330	CUFF.45741.4	-
LH14979	TSS96332	CUFF.45743.1	-
LH14980	TSS96333	CUFF.45744.1	-
LH14981	TSS96331	CUFF.45741.6	-
LH14982	TSS96327	CUFF.45741.7	-
LH14983	TSS96341	CUFF.45718.1	-
LH14984	TSS96342	CUFF.45718.2	-
LH14985	TSS96346	CUFF.45725.2	-
LH14986	TSS96363	CUFF.45745.1	-
LH14987	TSS96372	CUFF.45777.1	-
LH14988	TSS96374	ENST00000608266	RP11-634H22.1
LH14989	TSS96375	P1P2	-
LH14990	TSS96378	CUFF.45788.1	-
LH14991	TSS96381	CUFF.45795.2	-
LH14992	TSS96391	CUFF.45800.1	-
LH14993	TSS96390	CUFF.45798.1	-
LH14994	TSS96394	P1P2	NDUFB2-AS1
LH14995	TSS96396	CUFF.45803.1	-
LH14996	TSS96395	CUFF.45802.1	-
LH14997	TSS96397	ENST00000610021	RP4-813F11.4
LH14998	TSS96398	CUFF.45811.1	-
LH14999	TSS96402	CUFF.45821.4	RP5-842K16.1
LH15000	TSS96415	P1P2	RP5-894A10.2
LH15001	TSS96416	ENST00000602609	RP5-894A10.6
LH15002	TSS96421	CUFF.45826.1	-
LH15003	TSS96446	CUFF.45841.1	-
LH15004	TSS96454	ENST00000446192	AC073342.12
LH15005	TSS96456	P1P2	AC093673.5
LH15006	TSS96465	P1P2	OR2A1-AS1
LH15007	TSS96464	ENST00000461843	OR2A1-AS1
LH15008	TSS96462	ENST00000476560	OR2A1-AS1
LH15009	TSS96466	ENST00000487102,ENST00000468575	OR2A1-AS1
LH15010	TSS96463	CUFF.46064.24	OR2A1-AS1
LH15011	TSS96477	CUFF.45874.1	-
LH15012	TSS96480	CUFF.45877.3,CUFF.45877.4,CUFF.45877.6	-
LH15013	TSS96519	P1P2	RP5-1136G13.2
LH15014	TSS96520	CUFF.45904.1	-
LH15015	TSS96522	CUFF.45912.1	-
LH15016	TSS96526	CUFF.45915.1	-
LH15017	TSS96527	CUFF.45916.1	-
LH15018	TSS96528	CUFF.45919.3	-
LH15019	TSS96532	CUFF.45926.2	-
LH15020	TSS96533	CUFF.45924.1	-
LH15021	TSS96538	CUFF.45942.1	-
LH15022	TSS96540	CUFF.45941.1	-
LH15023	TSS96541	CUFF.45943.1	-
LH15024	TSS96543	ENST00000608963	RP4-751H13.7
LH15025	TSS96544	P1P2	ATP6V0E2-AS1
LH15026	TSS96546	ENST00000608912	RP11-445N20.3
LH15027	TSS96550	CUFF.45963.1	-
LH15028	TSS96556	CUFF.45978.1	-
LH15029	TSS96553	CUFF.45973.3	-
LH15030	TSS96554	CUFF.45973.4	-
LH15031	TSS96557	CUFF.45967.1	-
LH15032	TSS96559	CUFF.45970.1	RP4-584D14.7
LH15033	TSS96563	P1P2	RP4-584D14.5
LH15034	TSS96570	CUFF.45965.1	-
LH15035	TSS96576	CUFF.46024.9	-
LH15036	TSS96579	ENST00000479085	RP11-148K1.10
LH15037	TSS96580	P1P2	RP11-148K1.12
LH15038	TSS96595	CUFF.46019.2	-
LH15039	TSS96596	ENST00000424630	RP5-981O7.2
LH15040	TSS96597	CUFF.46022.1	-
LH15041	TSS96611	CUFF.46133.7	-
LH15042	TSS96609	CUFF.46133.2	-
LH15043	TSS96614	CUFF.46135.1	-
LH15044	TSS96616	ENST00000454441	AC073236.3
LH15045	TSS96615	P1P2	AC073236.3
LH15045	TSS96617	P1P2	AC073236.3
LH15046	TSS96633	CUFF.46044.1	-
LH15047	TSS96674	CUFF.46128.18	-
LH15048	TSS96686	ENST00000609974	AC144652.1
LH15049	TSS96694	CUFF.46089.7	-
LH15050	TSS96707	CUFF.46090.2	-
LH15051	TSS96720	CUFF.46153.9	-
LH15052	TSS96719	CUFF.46153.10	-
LH15053	TSS96740	P1P2	LINC01006
LH15054	TSS96741	ENST00000447933	LINC01006
LH15055	TSS96742	P1P2	LINC01006
LH15056	TSS96743	ENST00000455709	AC005534.8
LH15057	TSS96744	CUFF.46156.2	AC005534.8
LH15058	TSS96749	CUFF.46155.1	-
LH15059	TSS96751	CUFF.46160.1	-
LH15060	TSS96767	CUFF.46170.1	-
LH15061	TSS96766	CUFF.46169.1	-
LH15062	TSS96787	CUFF.46220.1	-
LH15063	TSS96791	CUFF.46227.1	-
LH15064	TSS96796	CUFF.46237.3	-
LH15065	TSS96801	CUFF.46279.1	LINC00689
LH15066	TSS96803	CUFF.46228.1	-
LH15067	TSS96813	CUFF.46268.1	-
LH15068	TSS96814	CUFF.46243.1	-
LH15069	TSS96816	CUFF.46245.2	RP5-855D21.3
LH15070	TSS96817	ENST00000610248	RP5-855D21.2
LH15071	TSS96818	CUFF.46251.1	-
LH15072	TSS96824	ENST00000607352	RP11-91J19.4
LH15073	TSS96834	CUFF.46288.4	-
LH15074	TSS96836	CUFF.46275.1	-
LH15075	TSS96837	CUFF.46275.2	-
LH15076	TSS96849	CUFF.46494.20	ERICH1-AS1
LH15077	TSS96870	CUFF.46289.1	-
LH15078	TSS96872	P1P2	KBTBD11-OT1
LH15079	TSS96888	CUFF.46599.1	RP11-378A12.1
LH15080	TSS96890	CUFF.46601.7,CUFF.46601.6	GS1-57L11.1
LH15081	TSS96891	P1P2	GS1-57L11.1
LH15082	TSS96895	CUFF.46604.1	-
LH15083	TSS96934	ENST00000607697	CTD-2541M15.4
LH15084	TSS96963	CUFF.46442.1	-
LH15085	TSS96968	CUFF.46415.1	-
LH15086	TSS96970	CUFF.46417.1	-
LH15087	TSS96973	CUFF.46417.7	-
LH15088	TSS96975	CUFF.46424.1	-
LH15089	TSS96976	CUFF.46424.2	-
LH15090	TSS96977	CUFF.46424.4	FAM85B
LH15091	TSS96982	CUFF.46427.1	-
LH15092	TSS96979	CUFF.46424.7	-
LH15093	TSS97007	P1P2	RP11-10A14.3
LH15094	TSS97008	P1P2	-
LH15095	TSS97009	CUFF.46421.1	RP11-10A14.5
LH15096	TSS97011	P1P2	RP11-10A14.5
LH15096	TSS97012	P1P2	RP11-10A14.5
LH15097	TSS97050	P1P2	CTD-2135J3.3
LH15098	TSS97066	CUFF.46477.1	AF131215.9
LH15099	TSS97067	CUFF.46480.2	AF131215.8
LH15100	TSS97069	CUFF.46502.1	AF131216.5
LH15101	TSS97071	CUFF.46482.1	-
LH15102	TSS97072	CUFF.46483.1	-
LH15103	TSS97088	CUFF.46510.3	-
LH15104	TSS97092	P1P2	FAM85A,FAM66A
LH15105	TSS97101	ENST00000602981	LINC00965
LH15106	TSS97094	CUFF.46720.25	-
LH15107	TSS97098	CUFF.46720.34	-
LH15108	TSS97162	CUFF.46671.7	RP11-13N12.1
LH15109	TSS97172	CUFF.46608.4	RP11-806O11.1
LH15110	TSS97189	P1P2	CTD-2547L16.1
LH15111	TSS97191	CUFF.46612.1	-
LH15112	TSS97197	CUFF.46621.2	-
LH15113	TSS97210	P1P2	RP11-1105O14.1
LH15114	TSS97267	P1P2	RP11-459E5.1
LH15115	TSS97268	ENST00000519624	RP11-459E5.1
LH15116	TSS97269	ENST00000521141	RP11-459E5.1
LH15117	TSS97285	CUFF.46693.1	-
LH15118	TSS97287	ENST00000518308	RP11-1149O23.2
LH15119	TSS97288	P1P2	RP11-1149O23.3
LH15120	TSS97289	P1P2	RP11-1149O23.3
LH15121	TSS97290	P1P2	RP11-1149O23.3
LH15122	TSS97292	NLT_00007306	LINC-CHMP7-1
LH15123	TSS97293	P1P2	RP11-177H13.2
LH15124	TSS97296	CUFF.46700.1	-
LH15125	TSS97297	CUFF.46731.1,CUFF.46731.2	CTC-756D1.2
LH15126	TSS97324	ENST00000607735	CTD-2168K21.2
LH15127	TSS97351	CUFF.46784.1	-
LH15128	TSS97352	ENST00000522547	RP11-14I17.2
LH15129	TSS97375	CUFF.46771.2,CUFF.46771.3,CUFF.46771.4	-
LH15130	TSS97383	ENST00000521510	RP11-16P20.3
LH15131	TSS97396	CUFF.46814.1	RP11-181B11.1
LH15132	TSS97397	CUFF.46816.1	-
LH15133	TSS97398	CUFF.46792.1	-
LH15134	TSS97399	ENST00000520055	RP11-662B19.2
LH15135	TSS97401	P1P2	CTD-2647L4.4
LH15136	TSS97402	CUFF.46808.1	-
LH15137	TSS97403	P1P2	-
LH15138	TSS97404	ENST00000560714	CTD-2647L4.5
LH15139	TSS97406	ENST00000517632	CTD-2647L4.1
LH15140	TSS97408	P1P2	-
LH15141	TSS97435	P1P2	AC145110.1
LH15142	TSS97443	ENST00000606596	RP11-489E7.4
LH15143	TSS97444	ENST00000606555	RP11-51J9.6
LH15144	TSS97447	CUFF.46831.1	-
LH15145	TSS97452	P1P2	UBXN8
LH15146	TSS97453	ENST00000518059	UBXN8
LH15147	TSS97454	ENST00000521598,CUFF.46878.19	UBXN8
LH15148	TSS97455	ENST00000520436	UBXN8
LH15149	TSS97456	CUFF.46838.1	-
LH15150	TSS97467	CUFF.46882.9	-
LH15151	TSS97492	ENST00000607314	RP11-1002K11.1
LH15152	TSS97494	P1P2	RP11-11N9.4
LH15153	TSS97495	ENST00000520819,ENST00000500843	RP11-11N9.4
LH15154	TSS97503	P1P2	-
LH15155	TSS97561	CUFF.46926.2	RP11-527N22.1
LH15156	TSS97562	CUFF.46925.3	-
LH15157	TSS97564	CUFF.47063.1	RP11-150O12.2
LH15158	TSS97579	ENST00000563059	KB-1836B5.1
LH15159	TSS97583	CUFF.46953.1	-
LH15160	TSS97584	ENST00000529325	RP11-513D5.5
LH15161	TSS97586	ENST00000527912	RP11-513D5.2
LH15162	TSS97587	ENST00000607047	RP11-350N15.5
LH15163	TSS97588	ENST00000528407	RP11-350N15.4
LH15164	TSS97589	CUFF.46960.1	-
LH15165	TSS97590	CUFF.46961.1	-
LH15166	TSS97616	ENST00000518465	RP11-122L4.1
LH15167	TSS97617	ENST00000519537	CTD-2024D23.1
LH15168	TSS97626	CUFF.47013.2	-
LH15169	TSS97634	CUFF.47038.1	-
LH15170	TSS97633	P1P2	RP11-470M17.2
LH15171	TSS97650	CUFF.47029.7	-
LH15172	TSS97668	CUFF.47084.1,CUFF.47084.2,CUFF.47084.5	RP11-930P14.1
LH15173	TSS97676	CUFF.47078.1	-
LH15173	TSS97677	CUFF.47078.2,CUFF.47078.4	-
LH15174	TSS97678	CUFF.47089.1	RP11-930P14.2
LH15175	TSS97679	CUFF.47089.3	RP11-930P14.2
LH15176	TSS97700	CUFF.47106.1	-
LH15177	TSS97702	CUFF.47110.1	-
LH15178	TSS97703	P1P2	-
LH15179	TSS97705	CUFF.47118.2,CUFF.47118.3	-
LH15180	TSS97740	CUFF.47224.1	-
LH15181	TSS97764	ENST00000528139	RP11-1134I14.8
LH15182	TSS97769	CUFF.47165.1	-
LH15183	TSS97776	CUFF.47184.1	-
LH15184	TSS97779	CUFF.47307.8	-
LH15185	TSS97815	P1P2	RP11-10H3.1
LH15186	TSS97818	CUFF.47200.1	-
LH15187	TSS97830	CUFF.47220.1	-
LH15188	TSS97837	P1P2	-
LH15189	TSS97838	CUFF.47233.1	-
LH15190	TSS97839	P1P2	RP11-110G21.1
LH15190	TSS97840	P1P2	RP11-110G21.1
LH15191	TSS97841	P1P2	RP11-110G21.1
LH15192	TSS97861	CUFF.47300.1	-
LH15193	TSS97863	ENST00000605049	CTD-3214K23.1
LH15194	TSS97884	CUFF.47358.2	RP11-400K9.3
LH15195	TSS97894	CUFF.47274.1	-
LH15196	TSS97913	P1P2	RP11-53M11.3
LH15197	TSS97914	P1P2	RP11-53M11.3
LH15198	TSS97923	CUFF.47297.1	-
LH15199	TSS97928	CUFF.47324.1	-
LH15200	TSS97932	ENST00000606048	RP11-140I16.3
LH15201	TSS97950	CUFF.47350.1	-
LH15202	TSS97957	P1P2	RP11-513O17.2
LH15203	TSS97959	ENST00000521132	RP11-513O17.2
LH15204	TSS97960	ENST00000519160	RP11-513O17.2
LH15205	TSS97961	ENST00000517611	RP11-513O17.2
LH15206	TSS97982	P1P2	RP11-1112C15.1
LH15207	TSS97994	P1P2	RP11-25K19.1
LH15207	TSS97995	P1P2	RP11-25K19.1
LH15208	TSS97996	P1P2	RP11-25K19.1
LH15209	TSS98017	CUFF.47422.1	-
LH15210	TSS98021	CUFF.47456.3	-
LH15211	TSS98027	CUFF.47456.21	AC022182.1
LH15212	TSS98028	CUFF.47456.24	-
LH15213	TSS98062	CUFF.47443.1	-
LH15214	TSS98063	CUFF.47442.1	-
LH15215	TSS98064	P1P2	RP11-16E18.3
LH15216	TSS98097	CUFF.47449.1,CUFF.47449.2,CUFF.47449.3	-
LH15217	TSS98101	CUFF.47474.8	RP11-1D12.2
LH15218	TSS98116	CUFF.47470.1	CTD-3025N20.3
LH15219	TSS98117	CUFF.47468.1	-
LH15220	TSS98129	P1P2	AC084082.3
LH15221	TSS98139	CUFF.47490.1	-
LH15222	TSS98142	CUFF.47508.1	SNHG6
LH15223	TSS98144	CUFF.47500.1	-
LH15224	TSS98147	CUFF.47505.3,ENST00000607397	RP11-7F18.2
LH15225	TSS98161	CUFF.47673.20	RP11-600K15.1
LH15226	TSS98172	P1P2	RP11-159H10.3
LH15227	TSS98201	CUFF.47590.1	-
LH15228	TSS98203	CUFF.47590.4,CUFF.47590.5	RP11-1144P22.1
LH15229	TSS98204	P1P2	RP11-1144P22.1
LH15230	TSS98205	CUFF.47590.8	RP11-1144P22.1
LH15231	TSS98206	CUFF.47591.1	-
LH15232	TSS98224	ENST00000564832	RP11-531A24.3
LH15233	TSS98225	ENST00000517664	RP11-531A24.5
LH15234	TSS98250	CUFF.47638.1	RP1-16A9.1
LH15235	TSS98279	P1P2	RP11-706J10.2
LH15236	TSS98318	ENST00000565862	RP11-594N15.3
LH15237	TSS98319	NLT_00007393	RP11-578O24.2-AS1
LH15238	TSS98320	CUFF.47679.4	RP11-79H23.3
LH15239	TSS98336	ENST00000607754	RP11-27N21.3
LH15240	TSS98342	CUFF.47691.1	RP11-92K15.3
LH15241	TSS98344	CUFF.47692.1	-
LH15242	TSS98347	ENST00000522494	RP11-92K15.1
LH15243	TSS98366	CUFF.47725.5	-
LH15244	TSS98371	CUFF.47747.7	RP11-1149M10.2
LH15245	TSS98373	P1P2	RP11-1149M10.2
LH15246	TSS98387	ENST00000518637	RP11-257P3.3
LH15247	TSS98390	CUFF.47740.1	-
LH15248	TSS98391	CUFF.47740.3	-
LH15249	TSS98392	CUFF.47740.4	-
LH15250	TSS98418	CUFF.47750.1	RP11-51M18.1
LH15251	TSS98426	CUFF.47792.1	-
LH15252	TSS98435	P1P2	CTA-392E5.1
LH15252	TSS98436	P1P2	CTA-392E5.1
LH15253	TSS98455	P1P2	CTB-118P15.2
LH15254	TSS98459	ENST00000523254	RP11-586K2.1
LH15255	TSS98476	CUFF.47924.3	RP11-37B2.1
LH15256	TSS98480	CUFF.47994.5	LINC00534
LH15257	TSS98484	CUFF.47994.13,CUFF.47994.14	LINC00534
LH15258	TSS98485	P1P2	LINC00534
LH15258	TSS98486	P1P2	LINC00534
LH15259	TSS98487	CUFF.47994.26	LINC00534
LH15260	TSS98488	CUFF.47824.1	RP11-68L18.1
LH15261	TSS98489	P1P2	RP11-68L18.1
LH15262	TSS98490	P1P2	RP11-68L18.1
LH15263	TSS98495	ENST00000517920	GS1-251I9.3
LH15264	TSS98496	CUFF.47829.1	-
LH15265	TSS98500	ENST00000522980	GS1-5L10.1
LH15266	TSS98526	ENST00000520562	RP11-10N23.2
LH15267	TSS98527	ENST00000517998	RP11-10N23.4
LH15268	TSS98532	CUFF.47871.2	KB-1184D12.1
LH15269	TSS98541	P1P2	RP11-267M23.4
LH15270	TSS98543	CUFF.47867.1	-
LH15271	TSS98544	ENST00000605911	RP11-347C18.5
LH15272	TSS98545	P1P2	RP11-347C18.3
LH15273	TSS98555	P1P2	KB-1047C11.2
LH15274	TSS98575	CUFF.47980.2	-
LH15275	TSS98585	CUFF.47912.1	-
LH15276	TSS98586	P1P2	KB-1208A12.3
LH15277	TSS98587	CUFF.47920.1	-
LH15278	TSS98588	CUFF.47920.2	-
LH15279	TSS98603	ENST00000517397	KB-1205A7.2
LH15280	TSS98606	ENST00000606778	RP11-44N12.5
LH15281	TSS98608	ENST00000420417	RP11-44N12.2
LH15282	TSS98611	CUFF.47942.2	RP11-410L14.2
LH15283	TSS98614	CUFF.47953.1	-
LH15284	TSS98619	CUFF.47965.2	-
LH15285	TSS98623	CUFF.47990.10	KB-1991G8.1
LH15286	TSS98643	CUFF.47977.1	-
LH15287	TSS98651	CUFF.47993.8	-
LH15288	TSS98673	CUFF.48023.1	KB-1410C5.5
LH15289	TSS98674	ENST00000607176	KB-1410C5.5
LH15290	TSS98683	CUFF.48061.1	-
LH15291	TSS98709	P1P2	KB-431C1.4
LH15292	TSS98710	ENST00000499653	KB-431C1.4
LH15293	TSS98711	ENST00000606361	KB-431C1.5
LH15294	TSS98714	CUFF.48038.1	-
LH15295	TSS98718	CUFF.48078.2,CUFF.48078.4	-
LH15296	TSS98730	ENST00000522715	KB-1732A1.1
LH15297	TSS98731	P1P2	KB-1732A1.1
LH15297	TSS98732	P1P2	KB-1732A1.1
LH15298	TSS98735	ENST00000523791	KB-1507C5.3
LH15299	TSS98741	CUFF.48090.1	RP11-1C8.6
LH15300	TSS98754	P1P2	RP11-395G23.3
LH15301	TSS98773	ENST00000520037	RP11-35G22.1
LH15302	TSS98835	CUFF.48186.1	-
LH15303	TSS98836	CUFF.48186.2	-
LH15304	TSS98847	CUFF.48306.2,CUFF.48306.8	RP11-267L5.1
LH15305	TSS98848	P1P2	RP11-267L5.1
LH15305	TSS98849	P1P2	RP11-267L5.1
LH15306	TSS98868	CUFF.48249.4	-
LH15307	TSS98871	CUFF.48249.7	-
LH15308	TSS98879	CUFF.48225.1	-
LH15309	TSS98883	CUFF.48218.1	-
LH15310	TSS98884	CUFF.48218.2	-
LH15311	TSS98889	CUFF.48232.4	-
LH15312	TSS98908	P1P2	RAD21-AS1
LH15313	TSS98921	CUFF.48245.1	-
LH15314	TSS98924	P1P2	-
LH15315	TSS98937	CUFF.48273.1	KB-1471A8.1
LH15316	TSS98938	CUFF.48274.1	-
LH15317	TSS98939	ENST00000520544	RP11-760H22.2
LH15318	TSS98940	ENST00000574086	RP11-760H22.2
LH15319	TSS98946	ENST00000605955	RP11-713M15.2
LH15320	TSS98957	CUFF.48286.5,ENST00000518865,CUFF.48286.3	HAS2-AS1
LH15321	TSS98971	CUFF.48358.2	-
LH15322	TSS98985	ENST00000607393	RP11-44N11.3
LH15323	TSS98986	CUFF.48299.1	-
LH15324	TSS98991	CUFF.48317.1	-
LH15325	TSS98993	CUFF.48322.1	-
LH15326	TSS98994	CUFF.48326.1	-
LH15327	TSS98995	CUFF.48324.1	-
LH15328	TSS98996	CUFF.48327.1	-
LH15329	TSS98997	CUFF.48331.1	-
LH15330	TSS98999	CUFF.48332.2	-
LH15331	TSS99001	CUFF.48329.1	-
